Heatmap_sector_level_3_cd;NR;ES;RM;T;OPEX;CAPEX;BA;WF
3.1.1;0.007657230190700467;0.004772846514540054;2,877988736396139;0,009322078060785608;0,19009025462162557;1,7738694006233853;0,019125651054114963;23,483153533325382
3.2.1;0.007657230190700467;0.004772846514540054;2,4003857624899645;0,006158135441177309;0,22421146065490682;1,6000338664775686;0,007958273518519835;21,55126466992151
4.1.1;0.00010571812175038158;0.00047027971611888526;1,2302185250876247;0,020224893849548193;0,12166594259982477;0,9430492208981144;0,0007711977252944319;11,053969655544183
5.1.1;1.9561895230431627e-05;0.0004973654836809083;1,7864109855370514;0,02015113831822186;0,13557634127517032;0,9366287674961699;0,0008435291195679054;32,09283651457502
6.1.1;0.02842607154988138;0.004791892935918044;1,1478296068253044;0,019564455208732855;0,3363501931999805;4,630804249816436;0,0031996702394447743;13,726915483652693
7.1.1;0.35395677840669126;;1,9904904217116988;0,013642441733977677;0,472197847509852;7,013474929687202;0,022084220428034654;7,6197189098899685
7.1.2;0.35395677840669126;;1,9904904217116988;0,013642441733977677;0,472197847509852;7,013474929687202;0,022084220428034654;7,6197189098899685
7.1.3;0.35395677840669126;;1,9904904217116988;0,013642441733977677;0,472197847509852;7,013474929687202;0,022084220428034654;7,6197189098899685
7.2.1;0.2734629887903092;0.00047027971611888526;1,35519086327566;0,02874131122991067;0,40822333689888;6,858837565777508;0,002162367958228084;20,468987130595195
8.1.1;0.00010571812175038158;0.00047027971611888526;0,7946001314247911;0,01972118323843762;0,16501672424817895;1,4055879022118922;0,001836806477638818;27,913435052155208
8.1.2;0.00010571812175038158;0.00047027971611888526;0,4874412779561842;0,012508789815647393;0,300637919761823;5,385812382053289;0,0007788191531522437;22,306736564080005
9.1.1;0.00010571812175038158;0.00047027971611888526;0,37125128802920293;0,003913549131935836;0,5831545312111418;14,759173964557533;0,001884619820312717;2,375621717710615
10.1.1;0.00010571812175038158;0.009374986195519424;3,0701360760327607;0,26759683026193976;0,347416465558676;4,605553773240644;0,021171733292042163;17,218224359430806
10.1.2;0.00010571812175038158;0.015099080777350758;1,423062632053215;0,07720064542327514;0,23671370004249703;2,572921809445258;0,0030110119255156633;16,167006565458184
11.1.1;0.00010571812175038158;0.00047027971611888526;;;;;;
